,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
199,46,8.90E-01,0.42,2.13E+05,0.426,0.00E+00,0.919,-8.648,0.027,120.406,0.489,Country
200,53,5.60E-01,0.574,1.82E+05,0.563,9.39E-05,0.323,-8.543,0.029,134.083,0.67,Rock
201,65,2.18E-01,0.552,1.26E+05,0.742,0.00E+00,0.339,-7.963,0.045,138.591,0.751,Rock
202,54,1.41E-01,0.535,2.25E+05,0.803,0.00E+00,0.297,-4.116,0.046,147.902,0.342,Rock
203,23,3.77E-01,0.734,1.81E+05,0.676,2.21E-01,0.741,-7.273,0.04,94.518,0.907,Blues
204,53,3.58E-03,0.765,4.61E+05,0.397,7.15E-01,0.117,-10.538,0.036,123.89,0.15,Rock
205,75,1.44E-02,0.526,1.95E+05,0.862,5.97E-02,0.229,-6.003,0.09,90.052,0.528,Rock
206,36,9.14E-02,0.698,2.18E+05,0.921,0.00E+00,0.06,-4.091,0.039,120.406,0.685,Country
207,33,3.77E-01,0.519,-1.00E+00,0.374,0.00E+00,0.077,-8.878,0.027,111.336,0.422,Blues
208,54,2.57E-01,0.69,3.30E+05,0.877,0.00E+00,0.14,-4.074,0.264,92.165,0.779,Hip-Hop
209,59,1.90E-01,0.444,2.06E+05,0.56,0.00E+00,0.117,-5.179,0.027,172.224,0.34,Rock
210,56,9.93E-01,0.187,3.50E+05,0.009,9.34E-01,0.109,-31.231,0.036,67.144,0.038,Classical
211,43,9.89E-01,0.198,-1.00E+00,0.038,9.69E-01,0.17,-29.885,0.044,136.392,0.127,Classical
212,13,8.12E-01,0.615,1.09E+05,0.229,9.53E-01,0.165,-18.944,0.047,184.591,0.086,Anime
213,40,9.10E-01,0.412,1.98E+05,0.077,1.44E-03,0.113,-20.142,0.032,171.168,0.518,Country
214,51,3.78E-02,0.549,1.77E+05,0.888,7.22E-06,0.156,-3.68,0.029,104.976,0.386,Alternative
215,44,9.31E-01,0.221,1.84E+05,0.093,9.57E-01,0.076,-23.238,0.037,102.96,0.127,Classical
216,65,2.73E-01,0.535,1.85E+05,0.524,0.00E+00,0.08,-6.225,0.192,80.538,0.891,Rap
217,59,8.13E-04,0.653,3.10E+05,0.708,1.97E-02,0.076,-9.367,0.026,100.698,0.891,Alternative
218,53,2.22E-01,0.474,3.53E+05,0.382,1.95E-02,0.149,-13.291,0.025,80.8,0.69,Rock
219,50,1.01E-01,0.53,2.32E+05,0.504,6.33E-04,0.106,-6.71,0.025,120.406,0.56,Country
220,47,2.19E-03,0.605,2.44E+05,0.789,1.78E-02,0.127,-7.035,0.034,136.041,0.434,Alternative
221,47,8.03E-01,0.193,2.51E+05,0.007,2.08E-01,0.098,-33.602,0.044,94.681,0.037,Classical
222,62,1.98E-04,0.39,1.77E+05,0.91,0.00E+00,0.156,-3.268,0.133,162.253,0.644,Rock
223,37,1.06E-02,0.204,1.37E+05,0.104,8.28E-01,0.136,-21.608,0.046,68.323,0.032,Classical
224,49,8.21E-04,0.343,2.17E+05,0.89,0.00E+00,0.091,-5.759,0.066,100.061,0.525,Rock
225,28,3.57E-02,0.455,2.26E+05,0.951,6.14E-04,0.389,-2.365,0.109,131.814,0.383,Anime
226,67,2.66E-01,0.328,1.81E+05,0.619,1.95E-06,0.178,-7.136,0.282,67.153,0.405,Rap
227,54,4.54E-01,0.385,1.30E+05,0.791,0.00E+00,0.075,-2.647,0.095,194.638,0.764,Rock
228,36,1.39E-01,0.635,2.49E+05,0.476,5.97E-05,0.103,-10.441,0.072,88.053,0.522,Blues
229,61,2.10E-01,0.494,1.80E+05,0.47,0.00E+00,0.28,-9.599,0.03,103.477,0.698,Rock
230,48,6.68E-01,0.54,3.50E+05,0.48,4.68E-02,0.599,-10.737,0.035,86.054,0.243,Jazz
231,44,8.88E-01,0.37,1.95E+05,0.471,3.00E-03,0.103,-10.544,0.037,146.322,0.373,Classical
232,54,5.64E-04,0.635,3.25E+05,0.756,8.68E-01,0.11,-9.421,0.038,129.998,0.106,Electronic
233,47,5.20E-01,0.561,1.85E+05,0.715,0.00E+00,0.119,-6.344,0.042,153.956,0.453,Rock
234,53,2.48E-02,0.574,1.82E+05,0.701,3.12E-05,0.313,-6.038,0.057,145.069,0.25,Rock
235,73,2.43E-04,0.431,-1.00E+00,0.914,9.60E-03,0.502,-4.243,0.062,147.108,0.534,Rock
236,59,7.58E-03,0.64,2.27E+05,0.469,4.53E-04,0.071,-8.718,0.041,90.001,0.305,Rock
237,36,8.47E-01,0.465,1.31E+05,0.431,0.00E+00,0.36,-10.847,0.03,93.981,0.74,Blues
238,53,5.91E-03,0.465,-1.00E+00,0.812,4.94E-04,0.408,-6.398,0.047,146.2,0.811,Rock
239,30,8.32E-01,0.184,3.29E+05,0.092,9.40E-01,0.112,-17.91,0.041,127.207,0.033,Jazz
240,30,7.01E-03,0.442,3.98E+05,0.566,1.49E-01,0.129,-10.696,0.062,97.643,0.51,Blues
241,16,8.83E-03,0.438,2.99E+05,0.979,2.56E-01,0.169,-6.269,0.408,152.978,0.126,Anime
242,55,4.79E-01,0.345,2.60E+05,0.461,1.84E-02,0.099,-12.063,0.065,96.346,0.171,Rock
243,51,3.50E-02,0.352,-1.00E+00,0.808,0.00E+00,0.991,-8.097,0.043,162.096,0.485,Rock
244,53,7.44E-01,0.257,2.34E+05,0.452,9.96E-02,0.38,-12.365,0.035,120.406,0.271,Rock
245,30,7.47E-01,0.216,2.12E+05,0.389,9.04E-01,0.513,-11.301,0.038,163.163,0.155,Jazz
246,63,2.85E-02,0.599,1.80E+05,0.931,0.00E+00,0.102,-3.662,0.052,111.012,0.788,Rock
247,16,2.46E-02,0.545,2.25E+05,0.917,0.00E+00,0.307,-2.839,0.035,132.93,0.651,Anime
248,33,9.38E-03,0.473,2.14E+05,0.802,1.41E-03,0.392,-4.966,0.032,120.406,0.661,Rock
249,55,1.28E-01,0.534,2.96E+05,0.663,3.63E-05,0.431,-5.48,0.029,141.525,0.573,Rock
250,51,4.83E-02,0.498,2.27E+05,0.68,0.00E+00,0.169,-5.34,0.033,160.043,0.695,Rock
251,80,3.81E-01,0.642,1.95E+05,0.782,0.00E+00,0.108,-3.395,0.048,162.005,0.396,Hip-Hop
252,39,8.72E-01,0.121,5.00E+05,0.27,7.46E-01,0.176,-13.276,0.042,71.806,0.035,Jazz
253,58,4.90E-02,0.477,-1.00E+00,0.672,0.00E+00,0.355,-5.234,0.031,139.864,0.263,Rock
254,47,4.74E-01,0.782,-1.00E+00,0.791,1.20E-03,0.056,-6.321,0.038,99.992,0.819,Jazz
255,61,6.98E-01,0.285,2.38E+05,0.371,3.92E-03,0.104,-6.833,0.029,154.989,0.372,Rock
256,70,2.72E-01,0.47,-1.00E+00,0.809,6.71E-03,0.049,-6.74,0.05,151.836,0.49,Rock
257,30,2.23E-01,0.637,2.25E+05,0.831,4.02E-01,0.114,-6.372,0.03,90.008,0.533,Jazz
258,66,1.65E-01,0.589,-1.00E+00,0.603,0.00E+00,0.069,-5.517,0.043,76.874,0.456,Rock
259,21,6.14E-01,0.717,9.00E+04,0.433,7.64E-01,0.108,-10.354,0.146,80.038,0.546,Electronic
260,64,1.70E-01,0.505,-1.00E+00,0.837,0.00E+00,0.113,-5.146,0.036,140.066,0.623,Rock
261,70,4.04E-01,0.629,-1.00E+00,0.601,0.00E+00,0.058,-7.508,0.309,199.921,0.612,Hip-Hop
262,44,5.97E-01,0.669,1.92E+05,0.699,3.09E-05,0.2,-6.882,0.058,92.006,0.368,Alternative
263,41,9.62E-01,0.683,1.92E+05,0.094,7.62E-01,0.119,-20.776,0.052,123.967,0.403,Jazz
264,42,7.98E-03,0.672,5.22E+05,0.688,8.61E-01,0.194,-9.605,0.037,127.003,0.808,Electronic
265,34,2.67E-02,0.519,4.09E+05,0.482,7.87E-03,0.337,-6.85,0.03,125.844,0.152,Blues
266,58,1.07E-02,0.434,2.01E+05,0.75,0.00E+00,0.106,-3.53,0.029,159.824,0.488,Rock
267,52,3.72E-03,0.326,2.11E+05,0.935,7.55E-06,0.302,-5.69,0.07,135.762,0.17,Alternative
268,56,2.27E-03,0.56,2.19E+05,0.688,0.00E+00,0.06,-4.437,0.056,76.997,0.611,Rock
269,55,3.24E-01,0.705,1.91E+05,0.813,0.00E+00,0.347,-4.522,0.116,120.406,0.843,Rock
270,60,8.47E-02,0.407,3.49E+05,0.424,0.00E+00,0.234,-10.583,0.032,113.311,0.404,Rock
271,54,2.29E-03,0.547,2.26E+05,0.932,0.00E+00,0.335,-5.237,0.097,134.981,0.513,Rock
272,75,5.82E-01,0.651,2.03E+05,0.708,0.00E+00,0.08,-4.791,0.038,119.964,0.558,Rock
273,57,7.32E-01,0.48,-1.00E+00,0.298,2.95E-03,0.1,-13.477,0.036,128.022,0.056,Rock
274,60,3.16E-01,0.68,-1.00E+00,0.701,4.72E-06,0.111,-10.36,0.036,108.287,0.933,Rock
275,55,1.37E-01,0.622,2.22E+05,0.519,0.00E+00,0.095,-7.971,0.027,90.082,0.496,Country
276,61,9.87E-03,0.678,2.68E+05,0.53,2.74E-04,0.044,-8.515,0.024,91.779,0.678,Rock
277,76,3.86E-01,0.49,1.46E+05,0.715,0.00E+00,0.311,-5.549,0.048,130.726,0.866,Rock
278,41,8.85E-01,0.454,2.65E+05,0.206,1.08E-04,0.067,-14.855,0.033,167.169,0.336,Blues
279,70,5.68E-03,0.441,-1.00E+00,0.762,3.31E-05,0.086,-3.857,0.044,167.964,0.743,Rock
280,41,2.82E-02,0.61,2.24E+05,0.774,0.00E+00,0.111,-5.159,0.029,82.993,0.695,Country
281,64,2.17E-02,0.858,2.48E+05,0.76,0.00E+00,0.322,-7.895,0.254,93.082,0.951,Hip-Hop
282,64,3.47E-01,0.669,2.76E+05,0.707,7.16E-04,0.1,-13.66,0.048,124.335,0.806,Rock
283,21,1.22E-01,0.866,2.96E+05,0.637,0.00E+00,0.073,-6.563,0.029,95.509,0.9,Blues
284,55,6.74E-02,0.432,-1.00E+00,0.612,1.34E-06,0.111,-6.871,0.029,89.995,0.113,Rock
285,58,1.30E-01,0.839,-1.00E+00,0.888,3.76E-04,0.116,-4.181,0.116,115.005,0.6,Hip-Hop
286,68,1.07E-03,0.46,-1.00E+00,0.796,0.00E+00,0.106,-4.501,0.033,100.011,0.182,Rock
287,42,1.46E-05,0.433,2.31E+05,0.943,3.14E-02,0.222,-4.483,0.067,96.006,0.262,Classical
288,42,1.28E-04,0.442,2.91E+05,0.793,3.05E-04,0.227,-5.465,0.029,149.958,0.313,Alternative
289,51,6.14E-04,0.411,3.23E+05,0.768,8.59E-03,0.134,-4.21,0.056,134.408,0.672,Alternative
290,34,5.51E-01,0.301,2.60E+05,0.739,3.86E-05,0.11,-7.615,0.043,90.96,0.595,Blues
291,71,4.14E-02,0.686,2.90E+05,0.428,0.00E+00,0.138,-13.072,0.192,141.95,0.329,Hip-Hop
292,44,2.54E-04,0.378,2.87E+05,0.919,8.99E-01,0.61,-6.234,0.049,93.045,0.205,Jazz
293,57,1.23E-01,0.749,2.38E+05,0.649,0.00E+00,0.371,-8.623,0.053,120.068,0.146,Rap
294,63,6.90E-02,0.48,1.64E+05,0.969,2.20E-04,0.061,-7.464,0.085,142.489,0.494,Rock
295,76,1.94E-01,0.657,2.67E+05,0.629,0.00E+00,0.254,-4.938,0.078,93.985,0.726,Hip-Hop
296,44,3.54E-04,0.272,2.04E+05,0.908,3.62E-02,0.18,-7.928,0.103,160.913,0.38,Alternative
297,59,8.19E-01,0.64,2.27E+05,0.196,3.63E-05,0.098,-11.478,0.027,143.919,0.301,Rock
298,62,1.75E-02,0.409,2.21E+05,0.761,0.00E+00,0.114,-4.514,0.031,155.901,0.271,Rock
299,53,3.55E-02,0.327,2.08E+05,0.948,5.15E-01,0.126,-4.355,0.071,177.328,0.469,Rock
300,72,5.36E-01,0.562,3.75E+05,0.544,0.00E+00,0.17,-5.065,0.369,159.517,0.231,Hip-Hop
301,52,1.17E-02,0.665,4.14E+05,0.991,3.92E-03,0.339,-6.725,0.256,152.596,0.068,Electronic
302,33,7.31E-02,0.654,1.48E+05,0.726,8.91E-01,0.243,-5.491,0.035,90.969,0.56,Electronic
303,64,2.98E-01,0.541,1.60E+05,0.608,0.00E+00,0.234,-13.083,0.106,171.992,0.938,Rock
304,55,2.71E-01,0.421,2.63E+05,0.633,0.00E+00,0.113,-6.837,0.043,155.715,0.161,Rock
305,58,5.22E-01,0.48,2.25E+05,0.5,0.00E+00,0.193,-6.202,0.028,149.957,0.41,Rock
306,59,1.85E-02,0.656,2.49E+05,0.721,0.00E+00,0.048,-5.675,0.032,93.947,0.472,Rock
307,52,1.01E-03,0.565,2.14E+05,0.905,0.00E+00,0.325,-3.575,0.057,126.011,0.684,Rock
308,56,6.51E-01,0.665,2.86E+05,0.37,3.15E-04,0.073,-16.651,0.035,122.997,0.519,Country
309,50,1.27E-03,0.41,1.83E+05,0.979,1.25E-02,0.355,-5.021,0.106,146.741,0.478,Rock
310,44,2.04E-01,0.674,2.47E+05,0.67,0.00E+00,0.289,-6.457,0.061,143.948,0.371,Country
311,71,3.11E-02,0.654,2.12E+05,0.726,6.35E-05,0.062,-3.803,0.04,103.987,0.728,Rock
312,54,5.17E-01,0.589,2.18E+05,0.616,9.33E-06,0.123,-3.401,0.099,83.937,0.305,Hip-Hop
313,27,6.65E-01,0.327,-1.00E+00,0.132,8.32E-01,0.249,-17.153,0.041,120.406,0.216,Classical
314,54,5.03E-01,0.22,4.19E+05,0.44,8.62E-01,0.12,-9.456,0.035,79.095,0.13,Rock
315,62,5.73E-01,0.588,2.21E+05,0.382,3.31E-05,0.112,-8.821,0.036,95.239,0.72,Rock
316,53,1.64E-01,0.552,2.96E+05,0.802,1.14E-03,0.13,-7.479,0.04,152.807,0.631,Rock
317,50,1.93E-02,0.407,2.06E+05,0.821,2.06E-06,0.36,-4.987,0.066,99.814,0.61,Rock
318,53,7.46E-01,0.561,2.26E+05,0.891,0.00E+00,0.109,-4.771,0.305,91.316,0.69,Hip-Hop
319,60,5.53E-02,0.568,2.47E+05,0.871,5.10E-01,0.303,-3.453,0.031,119.99,0.374,Rock
320,59,4.57E-03,0.597,1.83E+05,0.733,1.91E-03,0.501,-4.727,0.11,87.479,0.866,Rock
321,68,1.82E-01,0.661,2.66E+05,0.818,9.95E-04,0.053,-5.9,0.029,147.544,0.79,Rock
322,65,2.07E-02,0.665,1.93E+05,0.973,8.39E-01,0.038,-2.112,0.26,160.018,0.135,Electronic
323,62,8.12E-02,0.56,2.31E+05,0.798,1.54E-06,0.327,-6.672,0.032,124.397,0.675,Rock
324,50,1.25E-02,0.264,2.88E+05,0.875,2.40E-01,0.092,-3.371,0.054,120.406,0.232,Rock
325,44,9.24E-01,0.425,-1.00E+00,0.314,1.24E-02,0.129,-9.072,0.031,73.69,0.311,Country
326,72,5.64E-01,0.492,1.64E+05,0.712,9.10E-05,0.357,-7.278,0.691,137.453,0.23,Rap
327,74,7.64E-02,0.686,2.01E+05,0.783,0.00E+00,0.163,-4.977,0.119,120.406,0.814,Rock
328,55,2.87E-01,0.677,2.37E+05,0.45,1.85E-03,0.099,-9.352,0.033,119.912,0.432,Rock
329,64,7.95E-01,0.631,1.89E+05,0.354,1.07E-04,0.088,-11.112,0.031,73.007,0.522,Blues
330,63,1.52E-03,0.648,2.78E+05,0.622,5.97E-05,0.109,-6.063,0.043,88.684,0.51,Hip-Hop
331,53,3.88E-03,0.615,2.80E+05,0.889,0.00E+00,0.095,-2.539,0.037,131.96,0.659,Rock
332,35,7.21E-03,0.551,6.68E+05,0.531,8.68E-04,0.135,-9.054,0.05,82.36,0.546,Blues
333,66,2.38E-02,0.63,1.89E+05,0.908,5.92E-01,0.116,-2.42,0.033,120.522,0.968,Rock
334,55,5.60E-03,0.577,2.01E+05,0.934,0.00E+00,0.048,-3.999,0.128,137.003,0.54,Rock
335,66,2.19E-02,0.733,2.27E+05,0.66,0.00E+00,0.151,-6.87,0.044,138.034,0.259,Rap
336,53,2.42E-04,0.346,1.86E+05,0.75,1.19E-02,0.271,-6.619,0.103,165.036,0.667,Rock
337,60,1.30E-01,0.872,2.47E+05,0.679,7.46E-03,0.323,-10.026,0.156,120.406,0.948,Rock
338,64,4.12E-01,0.652,1.64E+05,0.583,0.00E+00,0.119,-7.811,0.038,120.406,0.744,Rock
339,64,2.63E-02,0.54,1.88E+05,0.78,7.12E-06,0.35,-5.872,0.042,144.011,0.514,Rock
340,38,8.82E-02,0.455,3.95E+05,0.57,1.18E-04,0.246,-10.118,0.049,122.83,0.668,Blues
341,72,9.09E-01,0.643,2.51E+05,0.344,1.12E-02,0.106,-11.342,0.035,144.171,0.547,Rock
342,19,1.05E-01,0.511,1.48E+05,0.352,7.88E-01,0.217,-13.681,0.035,84.439,0.204,Anime
343,34,9.81E-01,0.142,2.75E+05,0.053,9.69E-01,0.071,-26.037,0.04,120.406,0.036,Classical
344,63,9.15E-02,0.546,2.05E+05,0.786,8.67E-05,0.168,-5.06,0.04,126.003,0.679,Rock
345,49,2.69E-02,0.704,-1.00E+00,0.589,1.10E-01,0.154,-12.859,0.032,128.807,0.789,Rock
346,40,4.23E-01,0.312,3.89E+05,0.379,4.13E-03,0.951,-9.93,0.031,105.734,0.285,Country
347,49,3.20E-01,0.601,2.30E+05,0.558,3.75E-01,0.073,-8.353,0.044,92.948,0.416,Electronic
348,42,4.58E-01,0.368,-1.00E+00,0.395,3.66E-05,0.14,-14.067,0.03,101.564,0.466,Blues
349,56,1.34E-03,0.684,2.16E+05,0.992,0.00E+00,0.878,-1.893,0.075,133.963,0.757,Rock
350,57,1.30E-04,0.358,2.42E+05,0.92,1.18E-02,0.076,-2.843,0.218,99.919,0.493,Rock
351,30,3.31E-01,0.779,-1.00E+00,0.769,1.43E-06,0.076,-5.78,0.038,127.96,0.941,Anime
352,53,2.77E-03,0.612,2.43E+05,0.666,0.00E+00,0.286,-5.866,0.032,120.048,0.353,Rock
353,25,1.66E-02,0.376,2.55E+05,0.3,8.42E-04,0.483,-5.861,0.03,99.677,0.277,Anime
354,51,4.97E-01,0.74,2.20E+05,0.816,0.00E+00,0.195,-4.764,0.076,91.91,0.963,Rock
355,48,5.99E-03,0.644,1.94E+05,0.913,6.02E-01,0.311,-3.04,0.032,100.014,0.574,Rock
356,55,1.21E-01,0.625,2.19E+05,0.826,0.00E+00,0.158,-5.037,0.033,99.919,0.699,Rock
357,42,7.73E-05,0.422,2.87E+05,0.879,4.84E-02,0.329,-5.238,0.101,180.05,0.196,Classical
358,71,3.32E-04,0.305,2.07E+05,0.832,2.40E-05,0.091,-7.981,0.04,100.677,0.585,Rock
359,55,2.38E-01,0.593,2.05E+05,0.41,5.87E-01,0.117,-9.722,0.024,120.406,0.27,Rock
360,65,5.66E-01,0.368,-1.00E+00,0.575,0.00E+00,0.116,-5.1,0.044,197.639,0.294,Rock
361,57,4.24E-02,0.629,2.44E+05,0.69,0.00E+00,0.363,-4.894,0.036,102.036,0.307,Rock
362,67,1.75E-01,0.386,3.63E+05,0.562,9.17E-06,0.209,-4.363,0.03,72.945,0.228,Rock
363,31,5.40E-01,0.862,3.47E+05,0.412,0.00E+00,0.061,-4.877,0.045,99.964,0.614,Blues
364,72,4.22E-02,0.487,2.61E+05,0.382,4.74E-06,0.411,-10.889,0.031,116.557,0.714,Rock
365,65,5.21E-02,0.829,-1.00E+00,0.844,1.48E-03,0.171,-4.329,0.097,130.04,0.762,Rock
366,40,1.68E-01,0.568,3.69E+05,0.33,5.46E-01,0.807,-16.029,0.026,106.142,0.297,Electronic
367,39,6.72E-04,0.56,2.19E+05,0.87,1.09E-01,0.129,-3.492,0.052,160.044,0.345,Electronic
368,23,1.36E-04,0.475,2.72E+05,0.822,0.00E+00,0.106,-4.06,0.068,134.776,0.279,Anime
369,66,4.44E-01,0.579,2.46E+05,0.605,6.45E-04,0.11,-6.686,0.033,121.793,0.74,Rock
370,53,6.98E-02,0.757,1.92E+05,0.72,1.45E-05,0.112,-5.644,0.043,121.968,0.96,Rock
371,49,2.69E-01,0.694,2.99E+05,0.895,4.17E-06,0.4,-3.258,0.335,167.974,0.779,Hip-Hop
372,69,6.44E-01,0.561,2.67E+05,0.337,8.79E-05,0.67,-9.272,0.028,109.373,0.273,Rock
373,59,1.06E-03,0.582,-1.00E+00,0.765,5.06E-02,0.344,-6.544,0.038,128.164,0.528,Rock
374,52,2.49E-02,0.494,2.57E+05,0.836,0.00E+00,0.457,-4.327,0.053,142.56,0.627,Rock
375,48,1.04E-03,0.507,1.83E+05,0.959,0.00E+00,0.147,-4.763,0.118,165.136,0.436,Rock
376,52,1.32E-02,0.624,2.46E+05,0.684,0.00E+00,0.113,-4.745,0.31,164.07,0.255,Rap
377,60,1.04E-05,0.545,2.10E+05,0.836,1.29E-04,0.413,-4.029,0.028,105.925,0.449,Rock
378,56,8.32E-02,0.392,2.69E+05,0.835,9.82E-03,0.077,-6.553,0.06,144.641,0.12,Rock
379,70,6.66E-03,0.494,1.75E+05,0.939,0.00E+00,0.139,-3.127,0.126,177.751,0.893,Alternative
380,50,3.28E-03,0.522,1.41E+05,0.889,0.00E+00,0.345,-4.137,0.046,144.499,0.852,Rock
381,35,6.12E-04,0.292,3.02E+05,0.97,4.03E-01,0.308,-3.615,0.132,109.8,0.351,Jazz
382,37,9.04E-01,0.547,3.74E+05,0.116,8.48E-01,0.107,-21.946,0.035,105.115,0.344,Jazz
383,54,8.87E-02,0.626,2.61E+05,0.691,9.63E-05,0.115,-5.873,0.028,109.005,0.396,Rock
384,68,1.25E-02,0.426,1.67E+05,0.894,4.10E-04,0.187,-6.699,0.174,108.725,0.63,Alternative
385,57,8.64E-03,0.509,2.38E+05,0.935,1.17E-06,0.255,-3.633,0.049,148.062,0.501,Rock
386,59,4.08E-01,0.888,2.37E+05,0.687,0.00E+00,0.061,-7.744,0.107,115.034,0.432,Electronic
387,66,1.32E-01,0.615,2.51E+05,0.582,3.81E-05,0.119,-10.323,0.04,82.532,0.789,Rock
388,66,4.45E-01,0.661,1.80E+05,0.785,2.66E-04,0.085,-5.623,0.037,91.975,0.371,Rock
389,61,6.69E-03,0.6,2.57E+05,0.614,0.00E+00,0.166,-4.688,0.088,121.965,0.341,Rock
390,49,4.97E-03,0.42,2.81E+05,0.635,1.46E-04,0.139,-5.565,0.031,165.983,0.206,Country
391,60,7.58E-01,0.35,-1.00E+00,0.293,8.21E-06,0.104,-9.502,0.026,96.685,0.162,Rock
392,28,8.20E-02,0.291,2.11E+05,0.948,1.17E-02,0.968,-4.517,0.101,161.473,0.577,Blues
393,62,3.26E-04,0.499,2.05E+05,0.958,2.19E-06,0.432,-5.417,0.09,127.491,0.359,Rock
394,65,4.92E-01,0.761,1.89E+05,0.592,6.26E-03,0.61,-9.836,0.059,123.095,0.332,Rock
395,53,9.73E-01,0.107,3.45E+05,0.289,9.34E-01,0.081,-16.15,0.034,77.787,0.036,Rock
396,58,5.95E-01,0.503,1.66E+05,0.772,2.47E-06,0.199,-6.205,0.032,79.462,0.935,Rock
397,48,4.95E-01,0.95,1.90E+05,0.343,0.00E+00,0.081,-9.418,0.508,124.051,0.564,Hip-Hop
398,48,9.51E-01,0.498,1.94E+05,0.097,0.00E+00,0.105,-16.482,0.043,144.077,0.39,Country
